source_order,column,family,meaning,causal_availability,fold_local_selection
0,dataset,key,row identity,index only; never a learned numeric input,identity only
500,obs_polarity_m16_delta_centroid_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
501,obs_polarity_m16_delta_centroid_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
502,obs_polarity_m16_delta_elong_self_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
503,obs_polarity_m16_delta_elong_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
504,obs_polarity_m24_cur_orient_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
505,obs_polarity_m24_cur_orient_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
506,obs_polarity_m24_cur_centroid_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
507,obs_polarity_m24_cur_centroid_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
508,obs_polarity_m24_cur_centroid_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
509,obs_polarity_m24_cur_elong_self_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
510,obs_polarity_m24_cur_elong_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
511,obs_polarity_m24_prev_orient_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
512,obs_polarity_m24_prev_orient_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
513,obs_polarity_m24_prev_centroid_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
514,obs_polarity_m24_prev_centroid_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
515,obs_polarity_m24_prev_centroid_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
516,obs_polarity_m24_prev_elong_self_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
517,obs_polarity_m24_prev_elong_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
518,obs_polarity_m24_delta_orient_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
519,obs_polarity_m24_delta_orient_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
520,obs_polarity_m24_delta_centroid_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
521,obs_polarity_m24_delta_centroid_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
522,obs_polarity_m24_delta_centroid_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
523,obs_polarity_m24_delta_elong_self_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
524,obs_polarity_m24_delta_elong_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
525,obs_polarity_m40_cur_orient_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
526,obs_polarity_m40_cur_orient_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
527,obs_polarity_m40_cur_centroid_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
528,obs_polarity_m40_cur_centroid_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
529,obs_polarity_m40_cur_centroid_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
530,obs_polarity_m40_cur_elong_self_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
531,obs_polarity_m40_cur_elong_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
532,obs_polarity_m40_prev_orient_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
533,obs_polarity_m40_prev_orient_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
534,obs_polarity_m40_prev_centroid_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
535,obs_polarity_m40_prev_centroid_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
536,obs_polarity_m40_prev_centroid_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
537,obs_polarity_m40_prev_elong_self_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
538,obs_polarity_m40_prev_elong_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
539,obs_polarity_m40_delta_orient_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
540,obs_polarity_m40_delta_orient_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
541,obs_polarity_m40_delta_centroid_self_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
542,obs_polarity_m40_delta_centroid_self_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
543,obs_polarity_m40_delta_centroid_norm,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
544,obs_polarity_m40_delta_elong_self_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
545,obs_polarity_m40_delta_elong_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
546,obs_shape_flow_m8_f64_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
547,obs_shape_flow_m8_f64_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
548,obs_shape_flow_m8_f64_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
549,obs_shape_flow_m8_f64_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
550,obs_shape_flow_m8_f64_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
551,obs_shape_flow_m8_f64_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
552,obs_shape_flow_m8_f128_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
553,obs_shape_flow_m8_f128_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
554,obs_shape_flow_m8_f128_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
555,obs_shape_flow_m8_f128_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
556,obs_shape_flow_m8_f128_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
557,obs_shape_flow_m8_f128_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
558,obs_shape_flow_m8_f256_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
559,obs_shape_flow_m8_f256_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
560,obs_shape_flow_m8_f256_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
561,obs_shape_flow_m8_f256_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
562,obs_shape_flow_m8_f256_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
563,obs_shape_flow_m8_f256_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
564,obs_shape_flow_m16_f64_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
565,obs_shape_flow_m16_f64_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
566,obs_shape_flow_m16_f64_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
567,obs_shape_flow_m16_f64_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
568,obs_shape_flow_m16_f64_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
569,obs_shape_flow_m16_f64_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
570,obs_shape_flow_m16_f128_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
571,obs_shape_flow_m16_f128_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
572,obs_shape_flow_m16_f128_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
573,obs_shape_flow_m16_f128_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
574,obs_shape_flow_m16_f128_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
575,obs_shape_flow_m16_f128_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
576,obs_shape_flow_m16_f256_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
577,obs_shape_flow_m16_f256_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
578,obs_shape_flow_m16_f256_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
579,obs_shape_flow_m16_f256_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
580,obs_shape_flow_m16_f256_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
581,obs_shape_flow_m16_f256_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
582,obs_shape_flow_m24_f64_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
583,obs_shape_flow_m24_f64_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
584,obs_shape_flow_m24_f64_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
585,obs_shape_flow_m24_f64_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
586,obs_shape_flow_m24_f64_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
587,obs_shape_flow_m24_f64_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
588,obs_shape_flow_m24_f128_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
589,obs_shape_flow_m24_f128_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
590,obs_shape_flow_m24_f128_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
591,obs_shape_flow_m24_f128_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
592,obs_shape_flow_m24_f128_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
593,obs_shape_flow_m24_f128_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
594,obs_shape_flow_m24_f256_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
595,obs_shape_flow_m24_f256_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
596,obs_shape_flow_m24_f256_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
597,obs_shape_flow_m24_f256_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
598,obs_shape_flow_m24_f256_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
599,obs_shape_flow_m24_f256_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
600,obs_shape_flow_m40_f64_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
601,obs_shape_flow_m40_f64_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
602,obs_shape_flow_m40_f64_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
603,obs_shape_flow_m40_f64_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
604,obs_shape_flow_m40_f64_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
605,obs_shape_flow_m40_f64_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
606,obs_shape_flow_m40_f128_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
607,obs_shape_flow_m40_f128_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
608,obs_shape_flow_m40_f128_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
609,obs_shape_flow_m40_f128_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
610,obs_shape_flow_m40_f128_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
611,obs_shape_flow_m40_f128_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
612,obs_shape_flow_m40_f256_orient_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
613,obs_shape_flow_m40_f256_orient_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
614,obs_shape_flow_m40_f256_centroid_flow_proj,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
615,obs_shape_flow_m40_f256_centroid_flow_tangent,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
616,obs_shape_flow_m40_f256_elong_flow_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
617,obs_shape_flow_m40_f256_elong_flow_tangent_abs,observation_state,observation quality and tracking-derived state,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
618,rc_self_speed,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
619,rc_c_r24_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
620,rc_c_r24_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
621,rc_c_r24_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
622,rc_c_r24_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
623,rc_c_r24_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
624,rc_c_r24_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
625,rc_c_r24_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
626,rc_c_r24_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
627,rc_c_r24_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
628,rc_c_r24_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
629,rc_c_r24_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
630,rc_c_r24_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
631,rc_c_r24_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
632,rc_c_r24_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
633,rc_c_r24_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
634,rc_c_r24_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
635,rc_c_r24_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
636,rc_c_r24_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
637,rc_nc_r24_front_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
638,rc_nc_r24_front_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
639,rc_nc_r24_front_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
640,rc_nc_r24_front_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
641,rc_nc_r24_front_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
642,rc_nc_r24_front_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
643,rc_nc_r24_front_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
644,rc_nc_r24_front_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
645,rc_nc_r24_front_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
646,rc_nc_r24_front_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
647,rc_nc_r24_front_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
648,rc_nc_r24_front_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
649,rc_nc_r24_front_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
650,rc_nc_r24_front_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
651,rc_nc_r24_front_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
652,rc_nc_r24_front_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
653,rc_nc_r24_front_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
654,rc_nc_r24_front_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
655,rc_nc_r24_back_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
656,rc_nc_r24_back_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
657,rc_nc_r24_back_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
658,rc_nc_r24_back_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
659,rc_nc_r24_back_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
660,rc_nc_r24_back_grad_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
661,rc_nc_r24_back_grad_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
662,rc_nc_r24_back_fg_frac,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
663,rc_nc_r24_back_centroid_dx,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
664,rc_nc_r24_back_centroid_dy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
665,rc_nc_r24_back_elongation,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
666,rc_nc_r24_back_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
667,rc_nc_r24_back_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
668,rc_nc_r24_back_struct_energy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
669,rc_nc_r24_back_struct_coherence,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
670,rc_nc_r24_back_struct_orient_cos,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
671,rc_nc_r24_back_struct_orient_sin,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
672,rc_nc_r24_back_struct_anisotropy,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
673,rc_nc_r24_left_mean,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
674,rc_nc_r24_left_std,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
675,rc_nc_r24_left_p10,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
676,rc_nc_r24_left_p50,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
677,rc_nc_r24_left_p90,raw_multicell_context,non-centred central and neighbour context,constructed from frames no later than issue frame t,eligible; variance filtering and quotas fit on training movies only
